Storkreds,Opstillingskreds,Kommune,Valgdistrikt_kode,Location,Persons18,Persons65,Age_Mean,Income_Mean,Grundskole,Gymnasial,Erhvervsfaglig,Kort_vider,Mellemlang_vider,Bachelor,Lang_vider,Uoplyst,with_children,without_children,A. Socialdemokratiet,B. Radikale Venstre,C. Det Konservative Folkeparti,D. Nye Borgerlige,E. Klaus Riskær Pedersen,F. SF - Socialistisk Folkeparti,I. Liberal Alliance,K. Kristendemokraterne,O. Dansk Folkeparti,P. Stram Kurs,"V. Venstre, Danmarks Liberale Parti",Ø. Enhedslisten - De Rød-Grønne,Å. Alternativet,Kandidater uden for partierne i alt
7. Sydjyllands Storkreds,9. Vejle Syd Opstillingskreds,630,9,Dgi-Huset Syd,11148,2556,46.8,200879.1,32.80409042,12.28919986,29.71833513,4.503049874,12.18155723,1.489056333,5.301399354,1.713311805,8872,2276,2232,741,440,264,94,600,303,164,850,181,1834,514,245,5
7. Sydjyllands Storkreds,9. Vejle Syd Opstillingskreds,630,10,Multihuset Højen Syd,945,221,51.1,247313.4,24.44444444,7.724867725,40.63492063,6.031746032,15.02645503,1.058201058,4.338624339,0.740740741,523,422,185,49,39,40,8,52,22,19,103,15,253,23,15,0
7. Sydjyllands Storkreds,9. Vejle Syd Opstillingskreds,630,11,Vindinghallen Syd,3511,1168,55.6,268224.3,20.45001424,5.098262603,38.56451154,6.237539163,20.3645685,1.082312731,7.519225292,0.683565936,2174,1337,716,225,231,70,20,140,81,59,338,30,1083,82,37,0
7. Sydjyllands Storkreds,9. Vejle Syd Opstillingskreds,630,12,Mølholmhallen Syd,2663,771,53.1,301720.6,18.55050695,6.23357116,30.07885843,5.407435223,23.4322193,1.764926774,13.25572662,1.276755539,1492,1171,431,275,215,50,10,131,92,27,197,17,797,96,67,0
7. Sydjyllands Storkreds,9. Vejle Syd Opstillingskreds,630,13,Løget Kirke Syd,2266,659,51.9,210508.7,32.70079435,7.899382171,32.52427184,3.971756399,14.5631068,0.79435128,4.457193292,3.089143866,1525,741,549,281,64,42,12,122,21,50,206,35,321,143,36,1
7. Sydjyllands Storkreds,9. Vejle Syd Opstillingskreds,630,14,Csv Syd,2093,643,53.9,225257.1,29.90922121,5.733397038,33.34925944,5.160057334,16.77018634,1.003344482,6.258958433,1.815575729,1406,687,567,162,77,52,8,144,27,23,202,26,303,91,37,1
7. Sydjyllands Storkreds,9. Vejle Syd Opstillingskreds,630,15,Rødkilde Gymnasium Syd,3508,1023,49.8,219163.7,31.29988597,10.57582668,32.18358039,4.732041049,13.02736602,1.425313569,5.558722919,1.197263398,2982,526,775,219,173,102,28,178,85,52,308,38,609,181,61,0
7. Sydjyllands Storkreds,10. Fredericia Opstillingskreds,607,1,Gymnasiet,10827,2715,50.6,215296.4,32.83458022,7.010252147,37.23099658,3.823773899,13.34626397,0.849727533,3.823773899,1.080631754,7410,3417,2919,436,437,294,91,585,163,171,1044,189,1433,548,162,9
7. Sydjyllands Storkreds,10. Fredericia Opstillingskreds,607,2,Bredstrup-Pjedsted,1113,294,52.8,252262,29.11051213,4.492362983,39.98203055,4.582210243,16.08265948,0.898472597,3.773584906,1.078167116,679,434,252,59,52,51,6,47,17,43,115,22,248,41,16,0
7. Sydjyllands Storkreds,10. Fredericia Opstillingskreds,607,3,Erritsø,7201,2198,54.2,267343.4,23.49673656,4.999305652,39.61949729,5.665879739,18.12248299,1.166504652,6.235245105,0.694348007,4528,2673,1758,356,444,193,59,317,137,110,791,89,1747,230,92,0
7. Sydjyllands Storkreds,10. Fredericia Opstillingskreds,607,4,Herslev,595,115,50.5,269997.1,30.42016807,4.537815126,43.02521008,4.201680672,12.10084034,1.008403361,3.361344538,1.344537815,352,243,110,29,26,29,6,31,18,9,82,19,129,14,12,1
7. Sydjyllands Storkreds,10. Fredericia Opstillingskreds,607,5,Taulov,4025,1058,52.3,262194.1,23.82608696,4.347826087,38.68322981,5.98757764,18.21118012,0.99378882,6.832298137,1.118012422,2220,1805,853,235,249,137,24,166,69,78,453,47,1023,97,50,0
7. Sydjyllands Storkreds,10. Fredericia Opstillingskreds,607,6,Søndermarken,7862,2449,53.2,209399.9,35.8814551,6.168913762,37.15339608,3.764945307,11.47290766,0.877639278,2.976341898,1.704400916,5290,2572,2150,375,285,211,45,305,87,85,824,107,1133,375,101,0
7. Sydjyllands Storkreds,10. Fredericia Opstillingskreds,607,7,Bøgeskov,1463,441,54.3,283751.1,24.67532468,4.511278195,39.30280246,5.126452495,18.86534518,0.956937799,6.015037594,0.546821599,916,547,341,77,101,47,15,61,24,12,151,18,380,52,24,1
7. Sydjyllands Storkreds,10. Fredericia Opstillingskreds,607,8,Indre By,4962,1160,47.4,184157.6,34.09915357,11.24546554,33.91777509,3.063280935,10.88270859,1.471180975,3.28496574,2.035469569,4091,871,1049,218,180,143,56,250,102,48,431,104,582,334,131,6
7. Sydjyllands Storkreds,11. Kolding Nord Opstillingskreds,621,1,Centrum Nord,5641,1285,46.7,225339.9,24.44602021,14.32370147,27.76103528,5.140932459,15.54688885,2.517284169,8.863676653,1.400460911,4435,1206,891,418,305,173,36,372,161,65,322,84,1075,353,199,6
